0, Herz, Bube
1423, Herz, 6
1424, Herz, 5
1425, Karo, 9
1426, Kreuz, 2
1427, Karo, 4
1428, Karo, König
1429, Kreuz, 3
1430, Herz, 5
1431, Pik, 8
1432, Kreuz, König
1433, Kreuz, 3
1434, Herz, Dame
1435, Herz, 3
1436, Karo, 9
1437, Herz, 5
1438, Herz, Dame
1439, Kreuz, 3
1440, Pik, 5
1441, Pik, 2
1442, Pik, 8
1443, Herz, König
1444, Kreuz, 7
1445, Pik, 7
1446, Kreuz, 10
1447, Karo, 7
1448, Herz, 5
1449, Karo, König
1450, Pik, 5
1451, Herz, 7
1452, Kreuz, 5
1453, Karo, König
1454, Herz, König
1455, Herz, 9
1456, Kreuz, 3
1457, Herz, As
1458, Herz, 6
1459, Pik, 3
1460, Karo, 5
1461, Karo, 3
1462, Karo, As
1463, Karo, 8
1464, Kreuz, 7
1465, Karo, Dame
1466, Pik, 8
1467, Kreuz, 10
1468, Karo, 2
1469, Karo, 2
1470, Kreuz, Dame
1471, Karo, König
1472, Karo, 10
1473, Pik, 9
1474, Kreuz, 5
1475, Herz, 3
1476, Pik, 6
1477, Kreuz, König
1478, Herz, 4
1479, Kreuz, König
1480, Karo, 3
1481, Karo, Bube
1482, Pik, 8
1483, Pik, 10
1484, Kreuz, As
1485, Herz, König
1486, Karo, 6
1487, Herz, 6
1488, Herz, 10
1489, Kreuz, Dame
1490, Kreuz, 10
1491, Pik, 7
1492, Pik, 9
1493, Pik, 3
1494, Karo, 7
1495, Karo, Dame
1496, Kreuz, 3
1497, Herz, 2
1498, Herz, 10
1499, Kreuz, Bube
1500, Herz, Dame
1501, Herz, Dame
1502, Herz, 5
1503, Pik, 5
1504, Pik, Bube
1505, Karo, As
1506, Karo, As
1507, Herz, König
1508, Kreuz, 6
1509, Kreuz, 5
1510, Herz, Bube
1511, Pik, Bube
1512, Karo, König
1513, Kreuz, As
1514, Pik, Dame
1515, Herz, 4
1516, Karo, 2
1517, Kreuz, Dame
1518, Pik, 2
1519, Herz, 10
1520, Pik, 5
1521, Pik, 5
1522, Herz, 3
1523, Pik, 2
1524, Kreuz, 10
1525, Herz, 7
1526, Pik, 9
1527, Herz, As
1528, Pik, 3
1529, Herz, As
1530, Pik, 2
1531, Herz, 5
1532, Herz, 8
1533, Herz, 10
1534, Kreuz, Dame
1535, Kreuz, As
1536, Kreuz, 8
1537, Kreuz, 7
1538, Karo, As
1539, Kreuz, 9
1540, Karo, Bube
1541, Herz, 7
1542, Kreuz, 2
1543, Kreuz, 4
1544, Herz, 10
1545, Herz, 9
1546, Kreuz, 3
1547, Kreuz, 9
1548, Herz, 3
1549, Herz, 8
1550, Herz, 9
1551, Karo, 10
1552, Herz, 9
1553, Herz, 8
1554, Kreuz, 9
1555, Karo, 2
1556, Karo, König
1557, Herz, Dame
1558, Herz, 3
1559, Kreuz, 5
1560, Pik, 8
1561, Pik, 7
1562, Pik, 4
1563, Karo, König
1564, Karo, 9
1565, Kreuz, 9
1566, Herz, 8
1567, Herz, As
1568, Karo, 10
1569, Herz, 2
1570, Pik, 7
1571, Karo, 2
1572, Pik, 10
1573, Kreuz, 9
1574, Kreuz, As
1575, Herz, König
1576, Pik, Dame
1577, Herz, 4
1578, Herz, 7
1579, Herz, 8
1580, Herz, 4
1581, Karo, 6
1582, Kreuz, 7
1583, Kreuz, König
1584, Karo, 10
1585, Kreuz, 7
1586, Herz, 6
1587, Herz, 3
1588, Kreuz, 3
1589, Karo, 7
1590, Kreuz, As
1591, Pik, 7
1592, Pik, Bube
1593, Herz, 6
1594, Karo, 3
1595, Pik, 9
1596, Kreuz, 8
1597, Pik, Bube
1598, Karo, As
1599, Pik, 6
1600, Pik, Dame
1601, Karo, 8
1602, Pik, Dame
1603, Karo, König
1604, Pik, 9
1605, Kreuz, 5
1606, Pik, 7
1607, Pik, 10
1608, Kreuz, König
1609, Karo, 2
1610, Pik, As
1611, Pik, 8
1612, Pik, Dame
1613, Karo, Bube
1614, Kreuz, 7
1615, Herz, 10
1616, Kreuz, 2
1617, Karo, 7
1618, Herz, 10
1619, Kreuz, 4
1620, Pik, 5
1621, Herz, 9
1622, Herz, 2
1623, Kreuz, 5
1624, Pik, 6
1625, Pik, 10
1626, Pik, König
1627, Pik, 5
1628, Karo, Bube
1629, Karo, 4
1630, Herz, 8
1631, Pik, As
1632, Herz, Dame
1633, Herz, Dame
1634, Pik, 2
1635, Kreuz, 9
1636, Pik, 9
1637, Herz, Dame
1638, Kreuz, 8
1639, Pik, 6
1640, Kreuz, 2
1641, Kreuz, 6
1642, Herz, 7
1643, Pik, 3
1644, Pik, 7
1645, Karo, König
1646, Karo, 6
1647, Pik, König
1648, Pik, 2
1649, Pik, 2
1650, Herz, 6
1651, Kreuz, 6
1652, Karo, 4
1653, Pik, 4
1654, Karo, Bube
1655, Herz, As
1656, Pik, 8
1657, Herz, 9
1658, Kreuz, 4
1659, Herz, 7
1660, Herz, 2
1661, Kreuz, Bube
1662, Pik, 4
1663, Herz, König
1664, Herz, 10
1665, Kreuz, König
1666, Kreuz, 8
1667, Kreuz, König
1668, Kreuz, As
1669, Kreuz, 3
1670, Herz, Bube
1671, Kreuz, 3
1672, Herz, 10
1673, Pik, 9
1674, Kreuz, König
1675, Kreuz, As
1676, Herz, König
1677, Herz, 7
1678, Herz, König
1679, Karo, 8
1680, Pik, Dame
1681, Herz, 8
1682, Pik, König
1683, Kreuz, 2
1684, Kreuz, Bube
1685, Pik, 6
1686, Karo, König
1687, Herz, 9
1688, Pik, 2
1689, Kreuz, 10
1690, Herz, 5
1691, Karo, 3
1692, Kreuz, Bube
1693, Kreuz, 5
1694, Karo, 7
1695, Karo, 5
1696, Herz, 2
1697, Herz, 5
1698, Pik, 2
1699, Kreuz, 8
1700, Kreuz, 3
1701, Karo, 4
1702, Karo, 5
1703, Kreuz, 8
1704, Herz, 6
1705, Pik, 3
1706, Pik, 7
1707, Kreuz, 7
1708, Karo, 8
1709, Karo, 3
1710, Pik, Dame
1711, Pik, 9
1712, Karo, 10
1713, Herz, 8
1714, Kreuz, 8
1715, Karo, 7
1716, Karo, 3
1717, Kreuz, 7
1718, Kreuz, König
1719, Pik, 9
1720, Pik, 10
1721, Pik, 4
1722, Karo, 5
1723, Herz, 2
1724, Karo, 8
1725, Herz, 10
1726, Pik, 9
1727, Kreuz, As
1728, Kreuz, König
1729, Kreuz, 9
1730, Kreuz, 10
1731, Karo, Bube
1732, Karo, König
1733, Kreuz, As
1734, Kreuz, 2
1735, Pik, 10
1736, Herz, As
1737, Pik, 4
1738, Kreuz, 10
1739, Karo, 2
1740, Herz, 7
1741, Herz, 5
1742, Herz, 3
1743, Pik, 5
1744, Kreuz, Dame
1745, Kreuz, 10
1746, Karo, 3
1747, Pik, 3
1748, Karo, 3
1749, Pik, 4
1750, Karo, 3
1751, Herz, Bube
1752, Pik, Dame
1753, Pik, 2
1754, Pik, 3
1755, Pik, 10
1756, Kreuz, As
1757, Pik, 6
1758, Herz, 5
1759, Herz, 2
1760, Herz, 5
1761, Herz, 9
1762, Herz, 4
1763, Herz, 2
1764, Kreuz, 7
1765, Karo, 9
1766, Kreuz, 10
1767, Kreuz, 6
1768, Herz, 3
1769, Pik, 3
1770, Herz, 8
1771, Herz, 5
1772, Pik, 6
1773, Kreuz, Bube
1774, Karo, 6
1775, Kreuz, 7
1776, Kreuz, 2
1777, Herz, 7
1778, Pik, As
1779, Karo, Dame
1780, Kreuz, König
1781, Pik, As
1782, Herz, 10
1783, Karo, 7
1784, Karo, 5
1785, Kreuz, 3
1786, Karo, 2
1787, Karo, Dame
1788, Herz, 7
1789, Karo, König
1790, Pik, Bube
1791, Karo, 9
1792, Herz, As
1793, Karo, 5
1794, Kreuz, 9
1795, Pik, 3
1796, Kreuz, 2
1797, Kreuz, 9
1798, Kreuz, As
1799, Herz, 8
1800, Herz, König
1801, Pik, 6
1802, Karo, Dame
1803, Karo, 6
1804, Pik, 3
1805, Pik, 7
1806, Karo, 9
1807, Pik, 2
1808, Kreuz, 7
1809, Kreuz, Bube
1810, Karo, 7
1811, Karo, 2
1812, Karo, 8
1813, Herz, 10
1814, Karo, As
1815, Herz, 9
1816, Karo, 3
1817, Pik, 3
1818, Pik, 5
1819, Pik, 2
1820, Herz, 8
1821, Kreuz, König
1822, Pik, 2
1823, Herz, 6
1824, Herz, 10
1825, Pik, 4
1826, Karo, 3
1827, Pik, As
1828, Karo, 6
1829, Karo, 5
1830, Herz, Dame
1831, Pik, Dame
1832, Herz, 8
1833, Pik, Dame
1834, Herz, As
1835, Kreuz, 7
1836, Kreuz, 9
1837, Herz, König
1838, Herz, 7
1839, Kreuz, 4
1840, Karo, As
1841, Kreuz, 5
1842, Karo, 4
1843, Herz, 9
1844, Kreuz, König
1845, Pik, 5
1846, Karo, 8
1847, Pik, 7
1848, Karo, 9
1849, Kreuz, 5
1850, Pik, Bube
1851, Herz, 9
1852, Karo, Bube
1853, Herz, 6
1854, Pik, Bube
1855, Pik, 6
1856, Kreuz, 10
1857, Herz, 8
1858, Kreuz, 8
1859, Karo, As
1860, Kreuz, 6
1861, Kreuz, 5
1862, Karo, 8
1863, Herz, 6
1864, Kreuz, As
1865, Pik, Dame
1866, Karo, Dame
1867, Karo, As
1868, Pik, 4
1869, Herz, 2
1870, Karo, 10
1871, Kreuz, 9
1872, Kreuz, 4
1873, Kreuz, Bube
1874, Herz, 8
1875, Kreuz, 10
1876, Kreuz, 4
1877, Herz, 10
1878, Karo, 7
1879, Karo, 10
1880, Pik, König
1881, Herz, König
1882, Pik, 10
1883, Kreuz, As
1884, Karo, 4
1885, Pik, 8
1886, Karo, 7
1887, Pik, 10
1888, Pik, 6
1889, Pik, As
1890, Karo, 3
1891, Pik, 6
1892, Kreuz, Dame
1893, Kreuz, 5
1894, Karo, As
1895, Herz, 6
1896, Kreuz, 8
1897, Pik, 9
1898, Herz, Bube
1899, Herz, 10
1900, Kreuz, 5
1901, Herz, König
1902, Kreuz, As
1903, Kreuz, 2
1904, Karo, Dame
1905, Karo, König
1906, Pik, 6
1907, Karo, Bube
1908, Karo, 8
1909, Pik, Dame
1910, Karo, 5
1911, Kreuz, 10
1912, Herz, 10
1913, Karo, As
1914, Herz, 5
1915, Pik, 9
1916, Pik, 7
1917, Kreuz, 7
1918, Herz, 2
1919, Kreuz, 10
1920, Herz, Bube
1921, Kreuz, 7
1922, Herz, As
1923, Pik, 2
1924, Kreuz, 5
1925, Pik, As
1926, Pik, 8
1927, Herz, As
1928, Herz, Bube
1929, Herz, König
1930, Pik, 2
1931, Kreuz, Bube
1932, Karo, 6
1933, Karo, As
1934, Karo, 5
1935, Herz, 9
1936, Pik, 6
1937, Pik, Bube
1938, Karo, 8
1939, Pik, 2
1940, Karo, 8
1941, Karo, 6
1942, Karo, 7
1943, Herz, Dame
1944, Herz, 10
1945, Herz, As
1946, Pik, 7
1947, Herz, 5
1948, Kreuz, 10
1949, Pik, 10
1950, Karo, 9
1951, Karo, 6
1952, Herz, 9
1953, Pik, Dame
1954, Herz, 4
1955, Pik, As
1956, Karo, 5
1957, Kreuz, 4
1958, Herz, 8
1959, Kreuz, 8
1960, Pik, 10
1961, Kreuz, Dame
1962, Karo, Dame
1963, Herz, As
1964, Karo, 3
1965, Pik, 4
1966, Karo, Dame
1967, Pik, 9
1968, Pik, König
1969, Karo, Bube
1970, Pik, Dame
1971, Karo, 10
1972, Kreuz, 7
1973, Herz, As
1974, Pik, 3
1975, Pik, 5
1976, Kreuz, 9
1977, Kreuz, 8
1978, Pik, 4
1979, Pik, 4
1980, Herz, 2
1981, Herz, As
1982, Pik, 8
1983, Herz, 7
1984, Herz, 6
1985, Kreuz, 6
1986, Karo, König
1987, Karo, 3
1988, Karo, 8
1989, Karo, 3
1990, Karo, 3
1991, Pik, 9
1992, Karo, As
1993, Kreuz, 5
1994, Kreuz, 9
1995, Herz, As
1996, Pik, Dame
1997, Karo, 9
1998, Kreuz, 5
1999, Pik, Bube
2000, Kreuz, König
2001, Kreuz, Dame
2002, Kreuz, 3
2003, Pik, 8
2004, Herz, 3
2005, Karo, 6
2006, Pik, 9
2007, Pik, 9
2008, Karo, 6
2009, Pik, Bube
2010, Kreuz, Bube
2011, Karo, 6
2012, Pik, 7
2013, Kreuz, Dame
2014, Pik, As
2015, Kreuz, 4
2016, Kreuz, 9
2017, Pik, 5
2018, Herz, 5
2019, Pik, König
2020, Herz, Bube
2021, Herz, 5
2022, Herz, Dame
2023, Pik, 6
2024, Herz, 5
2025, Pik, Bube
2026, Karo, König
2027, Karo, 5
2028, Herz, 3
2029, Kreuz, 10
2030, Kreuz, 4
2031, Herz, Bube
2032, Herz, 6
2033, Pik, Bube
2034, Karo, Dame
2035, Karo, 9
2036, Herz, 6
2037, Karo, Dame
2038, Herz, 7
2039, Karo, 7
2040, Pik, 6
2041, Pik, 6
2042, Pik, 10
2043, Karo, 5
2044, Kreuz, 4
2045, Karo, 6
2046, Herz, 10
2047, Karo, 4
2048, Herz, 3
2049, Pik, As
2050, Karo, 4
2051, Kreuz, König
2052, Karo, 7
2053, Karo, As
2054, Karo, 4
2055, Kreuz, 8
2056, Herz, König
2057, Kreuz, As
2058, Pik, 10
2059, Karo, 9
2060, Pik, 7
2061, Karo, 5
2062, Kreuz, Dame
2063, Pik, 9
2064, Herz, König
2065, Karo, 2
2066, Pik, 8
2067, Karo, 7
2068, Herz, Bube
2069, Herz, 10
2070, Karo, 8
2071, Pik, As
2072, Kreuz, 6
2073, Pik, 2
2074, Herz, König
2075, Herz, 10
2076, Pik, 10
2077, Pik, 8
2078, Herz, 7
2079, Herz, König
2080, Pik, König
2081, Herz, As
2082, Karo, As
2083, Karo, 9
2084, Karo, 7
2085, Herz, 6
2086, Pik, 7
2087, Pik, Bube
2088, Pik, 6
2089, Herz, 9
2090, Karo, 10
2091, Pik, Bube
2092, Pik, 3
2093, Karo, 4
2094, Pik, 5
2095, Kreuz, Dame
2096, Karo, 4
2097, Pik, 7
2098, Kreuz, 10
2099, Pik, 8
2100, Kreuz, 5
2101, Herz, 5
2102, Herz, 3
2103, Pik, 2
2104, Herz, König
2105, Pik, 4
2106, Herz, 6
2107, Kreuz, As
2108, Kreuz, König
2109, Kreuz, 6
2110, Pik, 2
2111, Herz, 4
2112, Karo, 7
2113, Karo, 3
2114, Herz, 6
2115, Pik, König
2116, Herz, 7
2117, Pik, 4
2118, Pik, 4
2119, Herz, 6
2120, Karo, 9
2121, Herz, 9
2122, Pik, 3
2123, Herz, 2
2124, Kreuz, 9
2125, Pik, König
2126, Herz, 3
2127, Karo, 8
2128, Pik, As
2129, Karo, 10
2130, Karo, 6
2131, Pik, 7
2132, Karo, 3
2133, Pik, 8
2134, Pik, 6
2135, Karo, 7
2136, Herz, 7
2137, Kreuz, 9
2138, Pik, 7
2139, Pik, 4
2140, Kreuz, 6
2141, Karo, 3
2142, Kreuz, 7
2143, Pik, 6
2144, Kreuz, As
2145, Kreuz, Dame
2146, Pik, 7
2147, Kreuz, 2
2148, Karo, As
2149, Herz, Bube
2150, Herz, König
2151, Karo, 5
2152, Pik, Bube
2153, Karo, 6
2154, Kreuz, 7
2155, Karo, 7
2156, Kreuz, 4
2157, Herz, 2
2158, Pik, Dame
2159, Karo, 8
2160, Pik, 3
2161, Karo, König
2162, Pik, 10
2163, Kreuz, 3
2164, Karo, 2
2165, Herz, 5
2166, Pik, 3
2167, Kreuz, 7
2168, Pik, 5
2169, Pik, König
2170, Herz, 10
2171, Pik, 9
2172, Pik, 6
2173, Kreuz, 6
2174, Pik, 2
2175, Karo, 6
2176, Kreuz, 6
2177, Herz, 3
2178, Herz, König
2179, Karo, König
2180, Herz, Bube
2181, Karo, 4
2182, Herz, König
2183, Karo, 3
2184, Herz, 10
2185, Pik, As
2186, Karo, König
2187, Herz, 7
2188, Herz, 2
2189, Kreuz, 5
2190, Pik, 10
2191, Herz, Dame
2192, Karo, Dame
2193, Karo, Dame
2194, Herz, Bube
2195, Karo, 8
2196, Kreuz, 6
2197, Pik, 8
2198, Herz, 6
2199, Herz, As
2200, Kreuz, 2
2201, Kreuz, 10
2202, Karo, Dame
2203, Herz, 3
2204, Pik, 4
2205, Herz, 3
2206, Pik, Bube
2207, Kreuz, 10
2208, Karo, 7
2209, Kreuz, 2
2210, Karo, Dame
2211, Pik, Dame
2212, Kreuz, 8
2213, Herz, 8
2214, Pik, 10
2215, Kreuz, 8
2216, Karo, König
2217, Kreuz, 2
2218, Herz, As
2219, Herz, 10
2220, Kreuz, 6
2221, Karo, 10
2222, Herz, 5
2223, Herz, 2
2224, Karo, As
2225, Herz, Bube
2226, Herz, 2
2227, Herz, 9
2228, Herz, 4
2229, Pik, 8
2230, Herz, As
2231, Karo, 10
2232, Pik, 7
2233, Pik, 9
2234, Karo, 10
2235, Kreuz, 3
2236, Karo, 4
2237, Pik, 3
2238, Herz, 4
2239, Karo, 2
2240, Kreuz, 5
2241, Pik, 7
2242, Herz, 9
2243, Kreuz, 5
2244, Kreuz, 9
2245, Kreuz, Dame
2246, Kreuz, König
2247, Kreuz, As
2248, Herz, Dame
2249, Herz, 8
2250, Karo, 9
2251, Kreuz, 7
2252, Pik, 4
2253, Pik, Bube
2254, Pik, 4
2255, Karo, 10
2256, Kreuz, As
2257, Kreuz, Bube
2258, Karo, 7
2259, Kreuz, 9
2260, Herz, 10
2261, Pik, Dame
2262, Pik, 5
2263, Herz, 2
2264, Pik, Dame
2265, Karo, 5
2266, Herz, Bube
2267, Herz, 3
2268, Karo, Dame
2269, Pik, König
2270, Herz, 10
2271, Kreuz, As
2272, Pik, As
2273, Kreuz, 5
2274, Karo, As
2275, Kreuz, 10
2276, Karo, 9
2277, Pik, 6
2278, Pik, 8
2279, Herz, 8
2280, Kreuz, As
2281, Karo, Bube
2282, Kreuz, 3
2283, Herz, 9
2284, Kreuz, 7
2285, Kreuz, Dame
2286, Kreuz, Dame
2287, Karo, König
2288, Karo, 2
2289, Pik, 2
2290, Karo, 3
2291, Kreuz, 2
2292, Kreuz, König
2293, Kreuz, 9
2294, Pik, 4
2295, Pik, König
2296, Pik, 4
2297, Karo, 5
2298, Kreuz, As
2299, Kreuz, 7
2300, Pik, 3
2301, Kreuz, König
2302, Pik, Bube
2303, Karo, 7
2304, Herz, 5
2305, Pik, As
2306, Kreuz, 7
2307, Pik, 9
2308, Kreuz, As
2309, Pik, Dame
2310, Karo, 3
2311, Kreuz, 6
2312, Kreuz, König
2313, Pik, König
2314, Kreuz, Bube
2315, Herz, 4
2316, Kreuz, As
2317, Pik, 9
2318, Karo, 8
2319, Karo, 2
2320, Karo, 9
2321, Herz, Dame
2322, Pik, 7
2323, Kreuz, 2
2324, Pik, 5
2325, Herz, 10
2326, Kreuz, As
2327, Pik, Dame
2328, Herz, 4
2329, Herz, 3
2330, Kreuz, 3
2331, Kreuz, König
2332, Karo, 8
2333, Herz, König
2334, Pik, Dame
2335, Pik, 9
2336, Karo, 7
2337, Kreuz, 5
2338, Pik, 6
2339, Pik, As
2340, Kreuz, 2
2341, Herz, 7
2342, Herz, 2
2343, Herz, 4
2344, Kreuz, Dame
2345, Pik, 4
2346, Herz, 6
2347, Karo, Bube
2348, Herz, 10
2349, Kreuz, 5
2350, Herz, 3
2351, Herz, König
2352, Karo, König
2353, Karo, 9
2354, Herz, 4
2355, Kreuz, 5
2356, Pik, Bube
2357, Karo, König
2358, Kreuz, König
2359, Herz, 5
2360, Pik, 7
2361, Kreuz, 7
2362, Kreuz, Dame
2363, Pik, 3
2364, Kreuz, 5
2365, Kreuz, 8
2366, Kreuz, König
2367, Kreuz, 6
2368, Kreuz, 4
2369, Karo, 9
2370, Pik, König
2371, Kreuz, 6
2372, Pik, König
2373, Pik, 3
2374, Kreuz, 6
2375, Pik, Dame
2376, Herz, 3
2377, Kreuz, 7
2378, Karo, König
2379, Herz, 7
2380, Herz, Bube
2381, Karo, Bube
2382, Pik, 10
2383, Herz, 3
2384, Herz, Dame
2385, Karo, 5
2386, Kreuz, 8
2387, Pik, 5
2388, Herz, Bube
2389, Pik, König
2390, Karo, As
2391, Kreuz, Bube
2392, Herz, Bube
2393, Herz, 8
2394, Pik, Dame
2395, Pik, Dame
2396, Karo, 7
2397, Karo, 6
2398, Pik, 6
2399, Herz, 2
2400, Kreuz, 9
2401, Pik, 4
2402, Pik, 6
2403, Karo, 9
2404, Pik, 3
2405, Pik, 10
2406, Herz, 4
2407, Herz, 7
2408, Herz, 2
2409, Pik, 3
2410, Pik, 6
2411, Herz, 8
2412, Kreuz, 2
2413, Karo, 5
2414, Karo, Dame
2415, Pik, 5
2416, Karo, 7
2417, Pik, 8
2418, Kreuz, 9
2419, Herz, 9
2420, Herz, 6
2421, Herz, 10
2422, Herz, 6
2423, Karo, As
2424, Kreuz, As
2425, Karo, 10
2426, Herz, 3
2427, Kreuz, König
2428, Kreuz, 2
2429, Kreuz, 3
2430, Karo, 2
2431, Pik, 3
2432, Pik, 5
2433, Pik, 2
2434, Herz, 6
2435, Pik, Dame
2436, Karo, 5
2437, Kreuz, Dame
2438, Herz, Bube
2439, Kreuz, 8
2440, Karo, Bube
2441, Pik, 10
2442, Pik, 4
2443, Herz, 10
2444, Karo, 9
2445, Kreuz, 10
2446, Karo, König
2447, Pik, 8
2448, Herz, 10
2449, Karo, 9
2450, Karo, Dame
2451, Herz, As
2452, Kreuz, 9
2453, Herz, 8
2454, Herz, 8
2455, Pik, König
2456, Karo, 10
2457, Herz, 6
2458, Kreuz, As
2459, Pik, 5
2460, Herz, 6
2461, Karo, Bube
2462, Karo, Bube
2463, Herz, Dame
2464, Pik, 7
2465, Kreuz, 8
2466, Herz, As
2467, Herz, Bube
2468, Herz, 9
2469, Herz, 7
2470, Kreuz, 9
2471, Karo, 8
2472, Karo, 3
2473, Pik, 5
2474, Karo, 5
2475, Karo, 6
2476, Herz, 10
2477, Pik, 4
2478, Herz, 2
2479, Pik, König
2480, Kreuz, 2
2481, Kreuz, Bube
2482, Pik, 6
2483, Pik, 4
2484, Pik, 10
2485, Pik, 3
2486, Pik, 4
2487, Pik, 3
2488, Pik, 10
2489, Kreuz, 8
2490, Kreuz, 5
2491, Kreuz, Bube
2492, Karo, As
2493, Herz, 8
2494, Karo, 4
2495, Karo, Dame
2496, Herz, 7
2497, Herz, Bube
2498, Kreuz, Bube
2499, Herz, 7
2500, Pik, Dame
2501, Pik, König
2502, Kreuz, König
2503, Herz, 8
2504, Herz, 6
2505, Karo, 9
2506, Kreuz, 2
2507, Herz, Bube
2508, Herz, As
2509, Kreuz, König
2510, Karo, 8
2511, Pik, 3
2512, Karo, 2
2513, Karo, 3
2514, Kreuz, As
2515, Herz, König
2516, Kreuz, Bube
2517, Karo, As
2518, Karo, Bube
2519, Pik, König
2520, Pik, 10
2521, Pik, 6
2522, Karo, 10
2523, Pik, 6
2524, Karo, As
2525, Kreuz, 6
2526, Kreuz, 2
2527, Karo, Bube
2528, Karo, 3
2529, Kreuz, Dame
2530, Pik, 2
2531, Karo, 2
2532, Pik, 9
2533, Kreuz, Dame
2534, Pik, 5
2535, Pik, Dame
2536, Kreuz, As
2537, Herz, 5
2538, Karo, 10
2539, Herz, As
2540, Kreuz, 10
2541, Karo, 10
2542, Pik, 10
2543, Herz, 9
2544, Herz, 4
2545, Karo, 7
2546, Karo, As
2547, Kreuz, As
2548, Karo, 8
2549, Karo, 4
2550, Pik, 6
2551, Pik, 2
2552, Pik, 4
2553, Kreuz, König
2554, Karo, 8
2555, Herz, 4
2556, Kreuz, 2
2557, Pik, König
2558, Kreuz, 7
2559, Kreuz, 3
2560, Herz, 2
2561, Karo, As
2562, Karo, 2
2563, Herz, 7
2564, Kreuz, 5
2565, Kreuz, Bube
2566, Pik, 4
2567, Karo, 7
2568, Kreuz, Dame
2569, Pik, Bube
2570, Kreuz, 6
2571, Kreuz, 4
2572, Karo, König
2573, Herz, 7
2574, Pik, 4
2575, Kreuz, 8
2576, Karo, 7
2577, Kreuz, 6
2578, Herz, 2
2579, Kreuz, 5
2580, Karo, 2
2581, Karo, 2
2582, Pik, Dame
2583, Karo, Bube
2584, Kreuz, Dame
2585, Kreuz, Dame
2586, Herz, 4
2587, Kreuz, As
2588, Herz, Bube
2589, Pik, 8
2590, Pik, 10
2591, Herz, 10
2592, Kreuz, 10
2593, Herz, 5
2594, Herz, 3
2595, Herz, 10
2596, Herz, 8
2597, Pik, 9
2598, Herz, 2
2599, Herz, 4
2600, Herz, 7
2601, Kreuz, 10
2602, Karo, 6
2603, Herz, König
2604, Kreuz, 4
2605, Herz, 8
2606, Karo, 5
2607, Karo, König
2608, Kreuz, As
2609, Pik, 8
2610, Karo, 10
2611, Pik, 6
2612, Kreuz, 5
2613, Kreuz, Dame
2614, Pik, 2
2615, Kreuz, As
2616, Karo, 5
2617, Karo, König
2618, Pik, 7
2619, Pik, König
2620, Pik, 8
2621, Herz, Dame
2622, Pik, Bube
2623, Pik, 6
2624, Herz, 5
2625, Pik, 9
2626, Kreuz, 9
2627, Kreuz, 2
2628, Pik, 4
2629, Kreuz, 9
2630, Herz, 7
2631, Herz, As
2632, Kreuz, 2
2633, Kreuz, König
2634, Pik, 2
2635, Karo, 3
2636, Karo, Dame
2637, Herz, 4
2638, Herz, 10
2639, Herz, 3
2640, Karo, 7
2641, Pik, König
2642, Karo, Bube
2643, Kreuz, 4
2644, Pik, 10
2645, Herz, As
2646, Karo, 5
2647, Herz, 3
2648, Karo, Bube
2649, Karo, Dame
2650, Karo, 3
2651, Karo, König
2652, Kreuz, König
2653, Kreuz, 8
2654, Kreuz, 6
2655, Karo, 9
2656, Pik, 6
2657, Karo, 2
2658, Herz, 7
2659, Pik, 5
2660, Kreuz, 7
2661, Karo, Dame
2662, Herz, 2
2663, Pik, 7
2664, Pik, König
2665, Karo, Dame
2666, Karo, 8
2667, Herz, 2
2668, Karo, 8
2669, Pik, Bube
2670, Pik, 2
2671, Pik, 10
2672, Pik, 8
2673, Kreuz, 7
2674, Karo, 9
2675, Herz, 10
2676, Kreuz, König
2677, Herz, 9
2678, Kreuz, König
2679, Kreuz, As
2680, Pik, 10
2681, Karo, 10
2682, Herz, 8
2683, Herz, König
2684, Pik, Bube
2685, Pik, 10
2686, Pik, 3
2687, Pik, 7
2688, Karo, Bube
2689, Pik, 10
2690, Pik, König
2691, Pik, 8
2692, Karo, 2
2693, Herz, König
2694, Herz, 3
2695, Pik, 2
2696, Karo, 5
2697, Karo, 5
2698, Herz, 2
2699, Karo, 3
2700, Pik, As
2701, Herz, Bube
2702, Herz, As
2703, Herz, 8
2704, Kreuz, 7
2705, Herz, 3
2706, Kreuz, 3
2707, Kreuz, 4
2708, Karo, Dame
2709, Pik, 3
2710, Kreuz, Dame
2711, Karo, 2
2712, Herz, 7
2713, Herz, König
2714, Karo, Dame
2715, Herz, Bube
2716, Pik, 7
2717, Karo, 10
2718, Kreuz, 8
2719, Kreuz, Bube
2720, Karo, 9
2721, Pik, König
2722, Pik, 3
2723, Karo, Dame
2724, Pik, 8
2725, Pik, 9
2726, Herz, 5
2727, Herz, 3
2728, Karo, 9
2729, Pik, 3
2730, Pik, Dame
2731, Kreuz, 4
2732, Pik, Dame
2733, Karo, Dame
2734, Kreuz, As
2735, Karo, 2
2736, Kreuz, 9
2737, Pik, 3
2738, Pik, 3
2739, Herz, Bube
2740, Karo, 5
2741, Pik, 3
2742, Karo, Bube
2743, Pik, 7
2744, Pik, As
2745, Kreuz, 10
2746, Kreuz, Bube
2747, Karo, 8
2748, Kreuz, 9
2749, Herz, König
2750, Karo, 7
2751, Pik, 2
2752, Kreuz, Bube
2753, Kreuz, 10
2754, Pik, Dame
2755, Karo, König
2756, Kreuz, 4
2757, Herz, 6
2758, Herz, 3
2759, Pik, 2
