0, Kreuz, 3
1430, Karo, 4
1431, Herz, 10
1432, Karo, 4
1433, Pik, 4
1434, Kreuz, 7
1435, Pik, Bube
1436, Herz, As
1437, Herz, 7
1438, Kreuz, 7
1439, Herz, 10
1440, Kreuz, 6
1441, Herz, 9
1442, Karo, 2
1443, Pik, 10
1444, Herz, 7
1445, Pik, 8
1446, Pik, As
1447, Herz, König
1448, Kreuz, 8
1449, Herz, 5
1450, Karo, Dame
1451, Kreuz, 2
1452, Karo, König
1453, Pik, 8
1454, Pik, König
1455, Herz, 8
1456, Karo, 10
1457, Herz, 4
1458, Herz, 4
1459, Kreuz, 5
1460, Pik, 2
1461, Kreuz, 2
1462, Karo, 5
1463, Karo, 4
1464, Pik, 7
1465, Karo, Dame
1466, Kreuz, 10
1467, Pik, As
1468, Pik, 9
1469, Kreuz, 3
1470, Karo, 9
1471, Herz, As
1472, Karo, 4
1473, Kreuz, König
1474, Pik, 8
1475, Herz, 6
1476, Kreuz, 8
1477, Kreuz, 2
1478, Kreuz, 7
1479, Herz, 8
1480, Karo, 5
1481, Herz, 6
1482, Pik, Dame
1483, Kreuz, Dame
1484, Karo, 7
1485, Kreuz, König
1486, Pik, 8
1487, Pik, 9
1488, Kreuz, 2
1489, Herz, 5
1490, Karo, 4
1491, Pik, 8
1492, Karo, 10
1493, Pik, 7
1494, Karo, 9
1495, Pik, 3
1496, Pik, 2
1497, Herz, König
1498, Karo, 6
1499, Pik, 8
1500, Kreuz, Bube
1501, Kreuz, 3
1502, Karo, 4
1503, Karo, As
1504, Herz, 3
1505, Herz, 4
1506, Pik, 2
1507, Pik, 5
1508, Kreuz, 7
1509, Herz, König
1510, Kreuz, 4
1511, Kreuz, 8
1512, Pik, 8
1513, Pik, 9
1514, Kreuz, 6
1515, Karo, 6
1516, Karo, Dame
1517, Karo, Bube
1518, Karo, 10
1519, Kreuz, König
1520, Herz, 4
1521, Karo, 8
1522, Pik, Dame
1523, Pik, 9
1524, Kreuz, 6
1525, Herz, Dame
1526, Karo, 8
1527, Karo, 4
1528, Herz, 2
1529, Karo, As
1530, Pik, 4
1531, Kreuz, König
1532, Karo, 2
1533, Herz, 8
1534, Karo, 7
1535, Pik, 8
1536, Kreuz, König
1537, Pik, 2
1538, Herz, 10
1539, Kreuz, 9
1540, Kreuz, Dame
1541, Pik, 9
1542, Kreuz, 5
1543, Pik, Dame
1544, Herz, 4
1545, Pik, König
1546, Herz, 4
1547, Kreuz, 8
1548, Herz, König
1549, Herz, 4
1550, Karo, 9
1551, Karo, 4
1552, Karo, König
1553, Kreuz, 3
1554, Pik, 10
1555, Kreuz, 2
1556, Herz, 10
1557, Kreuz, Dame
1558, Kreuz, 5
1559, Pik, 3
1560, Karo, 5
1561, Karo, 3
1562, Herz, König
1563, Karo, 4
1564, Pik, 10
1565, Karo, 4
1566, Pik, König
1567, Pik, As
1568, Herz, 4
1569, Herz, Bube
1570, Kreuz, 8
1571, Herz, 9
1572, Herz, Bube
1573, Herz, Bube
1574, Pik, 2
1575, Kreuz, 8
1576, Kreuz, 8
1577, Karo, 5
1578, Pik, 7
1579, Karo, 4
1580, Kreuz, König
1581, Karo, As
1582, Karo, As
1583, Karo, Dame
1584, Karo, 3
1585, Herz, 4
1586, Karo, 10
1587, Karo, 10
1588, Herz, Bube
1589, Karo, 5
1590, Herz, 7
1591, Herz, Dame
1592, Kreuz, 2
1593, Pik, 2
1594, Kreuz, 7
1595, Herz, As
1596, Kreuz, 3
1597, Herz, 4
1598, Pik, König
1599, Karo, 3
1600, Karo, Dame
1601, Kreuz, 9
1602, Kreuz, 3
1603, Pik, Bube
1604, Pik, 10
1605, Karo, 3
1606, Pik, 6
1607, Herz, Dame
1608, Pik, 10
1609, Kreuz, 7
1610, Kreuz, 7
1611, Karo, 2
1612, Karo, Dame
1613, Karo, 8
1614, Herz, 3
1615, Pik, 7
1616, Pik, 8
1617, Karo, 2
1618, Kreuz, Bube
1619, Karo, Dame
1620, Herz, König
1621, Herz, 2
1622, Karo, 8
1623, Kreuz, 5
1624, Karo, Bube
1625, Pik, 9
1626, Pik, 7
1627, Karo, 2
1628, Herz, 5
1629, Herz, Dame
1630, Pik, 10
1631, Kreuz, Bube
1632, Kreuz, Bube
1633, Pik, Dame
1634, Karo, 5
1635, Pik, As
1636, Kreuz, 2
1637, Karo, 7
1638, Herz, König
1639, Pik, 7
1640, Kreuz, 2
1641, Pik, König
1642, Herz, König
1643, Karo, 10
1644, Kreuz, 4
1645, Kreuz, 10
1646, Pik, 8
1647, Herz, As
1648, Herz, Dame
1649, Kreuz, 6
1650, Karo, 6
1651, Herz, Bube
1652, Pik, 3
1653, Karo, 8
1654, Pik, Dame
1655, Pik, 2
1656, Karo, 7
1657, Herz, 7
1658, Pik, 7
1659, Kreuz, 3
1660, Herz, 10
1661, Kreuz, 10
1662, Kreuz, 2
1663, Herz, 5
1664, Pik, 7
1665, Kreuz, 8
1666, Karo, 7
1667, Kreuz, 10
1668, Pik, 5
1669, Herz, 2
1670, Kreuz, 6
1671, Herz, 3
1672, Pik, Bube
1673, Kreuz, 5
1674, Herz, 8
1675, Herz, Dame
1676, Kreuz, 5
1677, Karo, 6
1678, Pik, 9
1679, Herz, 6
1680, Herz, 10
1681, Kreuz, As
1682, Kreuz, 4
1683, Kreuz, 8
1684, Kreuz, 5
1685, Pik, 2
1686, Herz, 8
1687, Herz, König
1688, Karo, 4
1689, Pik, As
1690, Pik, Dame
1691, Herz, 3
1692, Herz, 5
1693, Pik, König
1694, Karo, König
1695, Kreuz, 9
1696, Herz, König
1697, Kreuz, 2
1698, Karo, 2
1699, Karo, König
1700, Karo, 10
1701, Kreuz, 7
1702, Karo, 9
1703, Pik, 4
1704, Kreuz, 5
1705, Herz, 4
1706, Herz, Dame
1707, Kreuz, 8
1708, Karo, Bube
1709, Herz, 7
1710, Pik, 3
1711, Pik, 7
1712, Pik, 8
1713, Karo, Bube
1714, Pik, 5
1715, Kreuz, 10
1716, Karo, 2
1717, Herz, Bube
1718, Kreuz, 4
1719, Herz, 8
1720, Karo, 3
1721, Kreuz, Dame
1722, Kreuz, As
1723, Pik, König
1724, Kreuz, Bube
1725, Kreuz, As
1726, Pik, 6
1727, Herz, 7
1728, Pik, Bube
1729, Pik, 6
1730, Pik, 2
1731, Herz, 3
1732, Kreuz, 8
1733, Pik, 8
1734, Kreuz, 3
1735, Kreuz, Bube
1736, Pik, 7
1737, Kreuz, 8
1738, Herz, Dame
1739, Pik, 6
1740, Kreuz, 7
1741, Pik, 3
1742, Herz, 2
1743, Karo, 5
1744, Kreuz, 3
1745, Pik, 10
1746, Karo, 4
1747, Herz, Dame
1748, Kreuz, 5
1749, Kreuz, Bube
1750, Karo, 4
1751, Pik, Dame
1752, Pik, 7
1753, Karo, König
1754, Herz, 6
1755, Karo, 9
1756, Pik, 6
1757, Karo, 8
1758, Karo, 8
1759, Pik, König
1760, Pik, 10
1761, Kreuz, Dame
1762, Kreuz, 3
1763, Karo, 4
1764, Pik, 3
1765, Kreuz, 5
1766, Pik, As
1767, Herz, Dame
1768, Karo, 10
1769, Pik, 2
1770, Pik, 10
1771, Pik, 5
1772, Herz, 6
1773, Pik, 8
1774, Kreuz, 5
1775, Herz, 6
1776, Herz, Bube
1777, Karo, 7
1778, Karo, König
1779, Kreuz, Dame
1780, Herz, 3
1781, Kreuz, 4
1782, Karo, Dame
1783, Pik, 8
1784, Kreuz, 9
1785, Herz, 6
1786, Kreuz, 2
1787, Kreuz, 7
1788, Kreuz, 10
1789, Herz, 6
1790, Pik, 10
1791, Herz, Bube
1792, Herz, Bube
1793, Pik, 8
1794, Karo, Bube
1795, Kreuz, 2
1796, Karo, 3
1797, Herz, Dame
1798, Karo, Bube
1799, Herz, Dame
1800, Kreuz, 7
1801, Pik, 6
1802, Kreuz, Dame
1803, Karo, 9
1804, Kreuz, 9
1805, Kreuz, 3
1806, Herz, Bube
1807, Kreuz, 4
1808, Karo, 3
1809, Karo, Dame
1810, Herz, 3
1811, Pik, Bube
1812, Herz, 5
1813, Herz, As
1814, Herz, 5
1815, Herz, 2
1816, Herz, As
1817, Pik, 7
1818, Pik, Bube
1819, Pik, König
1820, Herz, 2
1821, Pik, As
1822, Pik, Bube
1823, Pik, Bube
1824, Herz, König
1825, Karo, 2
1826, Pik, 6
1827, Pik, 7
1828, Pik, As
1829, Herz, 4
1830, Herz, 7
1831, Karo, 10
1832, Kreuz, 10
1833, Karo, As
1834, Karo, Bube
1835, Karo, König
1836, Herz, Dame
1837, Kreuz, As
1838, Herz, König
1839, Herz, Bube
1840, Pik, 9
1841, Herz, König
1842, Karo, 10
1843, Kreuz, 10
1844, Herz, Bube
1845, Pik, 9
1846, Kreuz, Dame
1847, Kreuz, 8
1848, Herz, König
1849, Kreuz, Dame
1850, Pik, 6
1851, Herz, As
1852, Kreuz, As
1853, Kreuz, 3
1854, Karo, 3
1855, Kreuz, Dame
1856, Karo, 8
1857, Pik, 8
1858, Karo, 7
1859, Herz, 5
1860, Karo, 10
1861, Herz, 8
1862, Kreuz, 8
1863, Karo, 5
1864, Herz, 4
1865, Karo, 5
1866, Kreuz, 5
1867, Herz, 9
1868, Kreuz, König
1869, Pik, Dame
1870, Karo, 7
1871, Karo, 10
1872, Pik, 2
1873, Herz, Dame
1874, Kreuz, Dame
1875, Kreuz, As
1876, Pik, As
1877, Karo, As
1878, Pik, As
1879, Herz, 9
1880, Karo, 7
1881, Kreuz, König
1882, Pik, As
1883, Pik, 6
1884, Kreuz, As
1885, Kreuz, 8
1886, Karo, 3
1887, Kreuz, 4
1888, Karo, 3
1889, Karo, Dame
1890, Karo, 6
1891, Karo, König
1892, Karo, König
1893, Karo, König
1894, Pik, 5
1895, Herz, 2
1896, Kreuz, Bube
1897, Kreuz, Dame
1898, Karo, 9
1899, Karo, 8
1900, Herz, 8
1901, Pik, Dame
1902, Pik, Dame
1903, Herz, 8
1904, Kreuz, 8
1905, Kreuz, 7
1906, Pik, 8
1907, Karo, Bube
1908, Pik, 7
1909, Kreuz, 2
1910, Karo, König
1911, Pik, 3
1912, Pik, Dame
1913, Herz, 10
1914, Karo, 9
1915, Karo, Bube
1916, Kreuz, 6
1917, Herz, 4
1918, Karo, 3
1919, Kreuz, 7
1920, Karo, As
1921, Kreuz, 5
1922, Herz, 3
1923, Herz, 7
1924, Kreuz, 6
1925, Pik, Bube
1926, Pik, As
1927, Karo, 9
1928, Herz, 2
1929, Kreuz, 8
1930, Pik, 9
1931, Herz, 2
1932, Herz, Dame
1933, Pik, 2
1934, Pik, 2
1935, Karo, 5
1936, Kreuz, 5
1937, Karo, As
1938, Herz, 9
1939, Karo, 10
1940, Kreuz, König
1941, Karo, 4
1942, Karo, 9
1943, Pik, Bube
1944, Karo, 2
1945, Kreuz, 9
1946, Kreuz, 7
1947, Kreuz, 10
1948, Pik, 8
1949, Herz, 10
1950, Kreuz, 10
1951, Kreuz, 2
1952, Karo, As
1953, Herz, 4
1954, Kreuz, 5
1955, Pik, As
1956, Pik, 4
1957, Kreuz, 2
1958, Karo, 3
1959, Herz, 3
1960, Karo, 2
1961, Karo, König
1962, Pik, König
1963, Pik, König
1964, Herz, As
1965, Herz, 6
1966, Herz, 10
1967, Pik, 8
1968, Pik, 7
1969, Pik, Dame
1970, Herz, 10
1971, Herz, König
1972, Kreuz, 4
1973, Kreuz, König
1974, Karo, 6
1975, Pik, 7
1976, Pik, Bube
1977, Kreuz, Dame
1978, Kreuz, 2
1979, Kreuz, 9
1980, Herz, 10
1981, Kreuz, König
1982, Herz, 8
1983, Pik, 4
1984, Herz, 8
1985, Pik, 3
1986, Karo, Bube
1987, Pik, 8
1988, Kreuz, 2
1989, Karo, 7
1990, Herz, König
1991, Kreuz, 9
1992, Herz, Dame
1993, Pik, 9
1994, Herz, König
1995, Herz, As
1996, Kreuz, 9
1997, Herz, 3
1998, Herz, As
1999, Karo, Bube
2000, Kreuz, 8
2001, Pik, Dame
2002, Kreuz, As
2003, Pik, 5
2004, Pik, 2
2005, Herz, As
2006, Pik, 9
2007, Pik, 7
2008, Herz, 2
2009, Herz, 9
2010, Herz, As
2011, Karo, Bube
2012, Herz, 3
2013, Pik, 8
2014, Kreuz, 7
2015, Kreuz, 8
2016, Pik, 6
2017, Kreuz, König
2018, Pik, Dame
2019, Herz, 5
2020, Karo, 9
2021, Pik, 5
2022, Herz, Bube
2023, Pik, 2
2024, Herz, 4
2025, Karo, As
2026, Herz, 5
2027, Karo, 10
2028, Kreuz, As
2029, Karo, 6
2030, Karo, As
2031, Kreuz, As
2032, Kreuz, 9
2033, Karo, 7
2034, Kreuz, Dame
2035, Herz, Bube
2036, Pik, 4
2037, Pik, As
2038, Karo, 6
2039, Herz, 7
2040, Kreuz, 6
2041, Pik, 3
2042, Karo, König
2043, Pik, Dame
2044, Pik, Bube
2045, Pik, 10
2046, Karo, 6
2047, Karo, 5
2048, Karo, As
2049, Herz, 6
2050, Kreuz, 7
2051, Karo, 9
2052, Herz, 6
2053, Kreuz, 5
2054, Kreuz, As
2055, Karo, 2
2056, Karo, As
2057, Kreuz, 9
2058, Kreuz, 10
2059, Herz, Dame
2060, Kreuz, 10
2061, Pik, 6
2062, Pik, 10
2063, Karo, 5
2064, Karo, 7
2065, Pik, 9
2066, Karo, 10
2067, Kreuz, 4
2068, Pik, As
2069, Pik, 6
2070, Pik, 8
2071, Herz, 7
2072, Kreuz, 6
2073, Kreuz, 4
2074, Herz, 5
2075, Karo, Bube
2076, Pik, Dame
2077, Herz, König
2078, Karo, Dame
2079, Karo, 3
2080, Karo, 7
2081, Herz, As
2082, Pik, 2
2083, Karo, 3
2084, Herz, 3
2085, Pik, Dame
2086, Kreuz, 2
2087, Herz, 8
2088, Kreuz, 4
2089, Karo, 10
2090, Kreuz, 7
2091, Pik, 5
2092, Pik, 7
2093, Pik, 2
2094, Herz, 9
2095, Herz, 7
2096, Karo, 8
2097, Herz, 7
2098, Pik, 7
2099, Karo, 8
2100, Kreuz, As
2101, Herz, Dame
2102, Pik, 7
2103, Kreuz, 10
2104, Pik, 5
2105, Herz, 3
2106, Herz, 4
2107, Herz, 8
2108, Karo, Bube
2109, Karo, As
2110, Herz, Dame
2111, Pik, 5
2112, Karo, 8
2113, Kreuz, As
2114, Karo, 4
2115, Pik, Dame
2116, Karo, 8
2117, Kreuz, 7
2118, Herz, 3
2119, Pik, 7
2120, Karo, As
2121, Kreuz, 5
2122, Pik, As
2123, Kreuz, Bube
2124, Kreuz, 3
2125, Karo, As
2126, Herz, Dame
2127, Pik, 9
2128, Herz, Dame
2129, Herz, Bube
2130, Herz, Dame
2131, Herz, 7
2132, Pik, 10
2133, Pik, Bube
2134, Herz, 4
2135, Karo, 8
2136, Pik, 10
2137, Karo, 2
2138, Pik, Dame
2139, Pik, 3
2140, Herz, 10
2141, Herz, 8
2142, Kreuz, 7
2143, Pik, 3
2144, Karo, 8
2145, Pik, 9
2146, Kreuz, Dame
2147, Pik, 6
2148, Karo, 4
2149, Kreuz, 4
2150, Kreuz, König
2151, Herz, 9
2152, Kreuz, 4
2153, Kreuz, As
2154, Karo, 2
2155, Kreuz, Bube
2156, Kreuz, 9
2157, Kreuz, König
2158, Karo, 10
2159, Kreuz, 7
2160, Kreuz, As
2161, Karo, As
2162, Kreuz, König
2163, Karo, 8
2164, Herz, 2
2165, Kreuz, 3
2166, Pik, Bube
2167, Kreuz, 3
2168, Herz, 3
2169, Kreuz, As
2170, Karo, 10
2171, Herz, As
2172, Karo, 9
2173, Herz, 8
2174, Kreuz, 6
2175, Karo, Bube
2176, Herz, 2
2177, Karo, 7
2178, Pik, 5
2179, Kreuz, 9
2180, Pik, 6
2181, Herz, 3
2182, Karo, 6
2183, Herz, Bube
2184, Pik, 7
2185, Karo, 5
2186, Pik, 6
2187, Karo, 8
2188, Kreuz, 7
2189, Karo, 6
2190, Pik, 7
2191, Kreuz, 6
2192, Herz, 9
2193, Kreuz, 2
2194, Pik, 9
2195, Karo, 7
2196, Karo, Bube
2197, Pik, 9
2198, Kreuz, 2
2199, Herz, Bube
2200, Pik, 6
2201, Kreuz, 8
2202, Herz, Dame
2203, Pik, 4
2204, Karo, 6
2205, Pik, 6
2206, Karo, 2
2207, Kreuz, Dame
2208, Kreuz, As
2209, Pik, 10
2210, Kreuz, 4
2211, Herz, 10
2212, Pik, Dame
2213, Herz, König
2214, Herz, 5
2215, Karo, 6
2216, Pik, As
2217, Kreuz, 9
2218, Pik, Bube
2219, Herz, 4
2220, Karo, 9
2221, Pik, 2
2222, Kreuz, 8
2223, Karo, 4
2224, Pik, 6
2225, Herz, 8
2226, Kreuz, 3
2227, Herz, 5
2228, Kreuz, 10
2229, Pik, 9
2230, Pik, 4
2231, Herz, As
2232, Pik, 7
2233, Kreuz, 2
2234, Kreuz, 9
2235, Pik, Bube
2236, Kreuz, 8
2237, Kreuz, 8
2238, Kreuz, 9
2239, Kreuz, As
2240, Herz, 8
2241, Herz, 7
2242, Pik, 7
2243, Herz, König
2244, Kreuz, 4
2245, Kreuz, 9
2246, Kreuz, 9
2247, Kreuz, König
2248, Pik, Dame
2249, Herz, 8
2250, Herz, Bube
2251, Karo, 4
2252, Herz, 5
2253, Herz, 8
2254, Karo, 9
2255, Herz, 3
2256, Herz, 7
2257, Pik, 3
2258, Herz, 7
2259, Herz, 9
2260, Karo, 2
2261, Herz, 4
2262, Pik, 4
2263, Karo, 8
2264, Karo, 8
2265, Herz, 7
2266, Kreuz, As
2267, Karo, As
2268, Karo, 8
2269, Kreuz, 9
2270, Herz, 9
2271, Herz, 5
2272, Pik, 8
2273, Karo, Dame
2274, Karo, Dame
2275, Karo, 4
2276, Pik, König
2277, Pik, 3
2278, Kreuz, 5
2279, Karo, Bube
2280, Karo, 7
2281, Herz, 5
2282, Karo, König
2283, Herz, Bube
2284, Kreuz, 3
2285, Pik, 5
2286, Karo, 6
2287, Kreuz, 7
2288, Karo, Dame
2289, Herz, Bube
2290, Herz, Dame
2291, Herz, Dame
2292, Karo, 10
2293, Pik, 8
2294, Kreuz, König
2295, Herz, As
2296, Pik, Bube
2297, Pik, 8
2298, Kreuz, 2
2299, Karo, 9
2300, Herz, 6
2301, Kreuz, 3
2302, Herz, 5
2303, Kreuz, Bube
2304, Pik, 7
2305, Pik, 8
2306, Herz, 10
2307, Karo, 8
2308, Kreuz, 3
2309, Pik, 8
2310, Herz, König
2311, Pik, As
2312, Herz, König
2313, Pik, As
2314, Pik, 8
2315, Karo, 2
2316, Kreuz, König
2317, Karo, 2
2318, Kreuz, 6
2319, Karo, As
2320, Pik, 5
2321, Pik, König
2322, Pik, As
2323, Karo, 5
2324, Herz, 2
2325, Karo, 5
2326, Kreuz, As
2327, Pik, As
2328, Herz, König
2329, Herz, 3
2330, Herz, König
2331, Pik, 9
2332, Karo, 5
2333, Kreuz, 5
2334, Kreuz, 2
2335, Kreuz, 5
2336, Karo, Bube
2337, Herz, 10
2338, Kreuz, 8
2339, Pik, 3
2340, Pik, As
2341, Karo, 10
2342, Karo, Bube
2343, Kreuz, As
2344, Herz, As
2345, Kreuz, 2
2346, Pik, 3
2347, Kreuz, 5
2348, Kreuz, 8
2349, Herz, Dame
2350, Pik, Dame
2351, Karo, Dame
2352, Pik, 3
2353, Herz, 7
2354, Herz, 5
2355, Karo, König
2356, Pik, 7
2357, Pik, 9
2358, Kreuz, 9
2359, Herz, 10
2360, Herz, 6
2361, Herz, 5
2362, Karo, 10
2363, Karo, 6
2364, Kreuz, 6
2365, Pik, 5
2366, Karo, 4
2367, Kreuz, 2
2368, Pik, 9
2369, Karo, Dame
2370, Kreuz, Bube
2371, Pik, 3
2372, Kreuz, 8
2373, Pik, As
2374, Pik, 4
2375, Herz, 7
2376, Kreuz, 6
2377, Kreuz, 7
2378, Herz, 7
2379, Kreuz, König
2380, Herz, Dame
2381, Kreuz, 8
2382, Herz, 3
2383, Herz, 3
2384, Kreuz, Bube
2385, Herz, As
2386, Kreuz, König
2387, Herz, 6
2388, Herz, 7
2389, Karo, As
2390, Pik, 8
2391, Herz, 4
2392, Kreuz, As
2393, Karo, Dame
2394, Herz, 9
2395, Kreuz, 9
2396, Karo, 9
2397, Pik, 3
2398, Herz, 9
2399, Kreuz, Dame
2400, Kreuz, 8
2401, Pik, As
2402, Pik, Bube
2403, Kreuz, 8
2404, Pik, 8
2405, Herz, 4
2406, Herz, 10
2407, Kreuz, Bube
2408, Karo, Dame
2409, Kreuz, 4
2410, Karo, 10
2411, Herz, 10
2412, Kreuz, 6
2413, Kreuz, Bube
2414, Karo, 6
2415, Kreuz, 2
2416, Herz, König
2417, Pik, König
2418, Herz, 4
2419, Karo, 2
2420, Pik, 5
2421, Pik, 9
2422, Pik, 7
2423, Pik, 9
2424, Pik, 9
2425, Herz, 10
2426, Pik, Dame
2427, Kreuz, 9
2428, Herz, 5
2429, Herz, 4
2430, Kreuz, 5
2431, Karo, Bube
2432, Pik, As
2433, Karo, Bube
2434, Kreuz, 5
2435, Kreuz, Dame
2436, Pik, 5
2437, Kreuz, 3
2438, Herz, 7
2439, Herz, 5
2440, Pik, Dame
2441, Karo, 6
2442, Pik, 7
2443, Kreuz, 4
2444, Pik, 10
2445, Kreuz, 6
2446, Karo, 4
2447, Herz, König
2448, Herz, 9
2449, Kreuz, 9
2450, Karo, As
2451, Kreuz, 2
2452, Pik, 5
2453, Karo, 3
2454, Pik, 2
2455, Karo, 4
2456, Karo, 9
2457, Pik, 6
2458, Herz, König
2459, Karo, König
2460, Karo, König
2461, Karo, 2
2462, Herz, 7
2463, Herz, König
2464, Herz, 7
2465, Pik, 4
2466, Herz, 3
2467, Pik, As
2468, Kreuz, 7
2469, Pik, 10
2470, Herz, König
2471, Kreuz, 5
2472, Pik, König
2473, Herz, As
2474, Kreuz, 9
2475, Karo, 6
2476, Kreuz, 4
2477, Herz, Dame
2478, Herz, Bube
2479, Herz, 5
2480, Kreuz, 3
2481, Pik, Dame
2482, Kreuz, 4
2483, Herz, König
2484, Karo, 10
2485, Pik, 3
2486, Pik, 3
2487, Kreuz, 9
2488, Pik, 7
2489, Kreuz, König
2490, Kreuz, 4
2491, Pik, 2
2492, Pik, 2
2493, Kreuz, 7
2494, Kreuz, 7
2495, Karo, 5
2496, Karo, As
2497, Kreuz, Dame
2498, Karo, 10
2499, Herz, Bube
2500, Pik, Bube
2501, Herz, 10
2502, Pik, 6
2503, Pik, 3
2504, Kreuz, König
2505, Kreuz, 7
2506, Herz, 2
2507, Herz, 7
2508, Pik, 8
2509, Herz, Bube
2510, Kreuz, 2
2511, Pik, 5
2512, Pik, 4
2513, Karo, 2
2514, Pik, 3
2515, Herz, 5
2516, Herz, 2
2517, Pik, 8
2518, Kreuz, 7
2519, Herz, 9
2520, Karo, 6
2521, Kreuz, 5
2522, Herz, Dame
2523, Pik, 6
2524, Kreuz, 9
2525, Kreuz, König
2526, Kreuz, 9
2527, Kreuz, 6
2528, Pik, 6
2529, Kreuz, 2
2530, Pik, 9
2531, Kreuz, 7
2532, Karo, Dame
2533, Herz, 4
2534, Kreuz, 4
2535, Kreuz, König
2536, Herz, König
2537, Kreuz, 3
2538, Kreuz, Dame
2539, Pik, 4
2540, Pik, 10
2541, Pik, 6
2542, Pik, 8
2543, Herz, König
2544, Kreuz, Bube
2545, Pik, König
2546, Pik, 5
2547, Herz, 9
2548, Karo, 2
2549, Herz, 6
2550, Herz, 7
2551, Karo, Dame
2552, Herz, König
2553, Pik, 3
2554, Herz, 6
2555, Pik, Bube
2556, Karo, 4
2557, Herz, 4
2558, Kreuz, 9
2559, Kreuz, 7
2560, Herz, 3
2561, Kreuz, 6
2562, Pik, 4
2563, Herz, As
2564, Karo, Bube
2565, Kreuz, König
2566, Karo, 10
2567, Karo, Bube
2568, Karo, 3
2569, Pik, 4
2570, Karo, König
2571, Karo, 5
2572, Karo, 10
2573, Kreuz, 2
2574, Pik, König
2575, Herz, 7
2576, Kreuz, 3
2577, Kreuz, Dame
2578, Pik, 4
2579, Kreuz, König
2580, Pik, 6
2581, Karo, 2
2582, Pik, Bube
2583, Karo, 4
2584, Pik, 4
2585, Herz, As
2586, Karo, 7
2587, Pik, 10
2588, Herz, 4
2589, Kreuz, 6
2590, Kreuz, 7
2591, Pik, 5
2592, Pik, As
2593, Herz, 8
2594, Kreuz, 6
2595, Pik, Bube
2596, Karo, Bube
2597, Pik, 9
2598, Kreuz, 5
2599, Pik, König
2600, Herz, 2
2601, Kreuz, Bube
2602, Kreuz, 2
2603, Kreuz, Dame
2604, Pik, 5
2605, Herz, Bube
2606, Pik, 4
2607, Kreuz, 9
2608, Karo, König
2609, Pik, Bube
2610, Karo, König
2611, Pik, 9
2612, Herz, König
2613, Herz, 9
2614, Karo, König
2615, Pik, 3
2616, Herz, 7
2617, Pik, 2
2618, Karo, 2
2619, Karo, 6
2620, Kreuz, 7
2621, Karo, 9
2622, Pik, 10
2623, Karo, 6
2624, Kreuz, 4
2625, Karo, 3
2626, Karo, König
2627, Karo, 7
2628, Kreuz, 8
2629, Karo, 6
2630, Kreuz, As
2631, Herz, 3
2632, Pik, Bube
2633, Kreuz, 2
2634, Pik, König
2635, Herz, 9
2636, Pik, 7
2637, Karo, 10
2638, Pik, 3
2639, Kreuz, As
2640, Pik, 7
2641, Pik, 10
2642, Karo, 2
2643, Karo, As
2644, Kreuz, 3
2645, Herz, As
2646, Kreuz, 9
2647, Pik, 2
2648, Pik, König
2649, Pik, As
2650, Pik, 10
2651, Kreuz, 10
2652, Herz, 6
2653, Herz, 10
2654, Herz, As
2655, Pik, 4
2656, Pik, As
2657, Pik, 6
2658, Karo, König
2659, Pik, 8
2660, Karo, 8
2661, Herz, 9
2662, Karo, 7
2663, Herz, König
2664, Pik, 4
2665, Karo, 3
2666, Kreuz, 9
2667, Herz, König
2668, Pik, 8
2669, Kreuz, 6
2670, Karo, 8
2671, Pik, 7
2672, Pik, Bube
2673, Kreuz, 8
2674, Kreuz, As
2675, Kreuz, 6
2676, Pik, Bube
2677, Herz, 5
2678, Kreuz, 2
2679, Kreuz, 6
2680, Kreuz, 8
2681, Pik, 7
2682, Karo, Bube
2683, Karo, 7
2684, Karo, Dame
2685, Pik, 10
2686, Pik, 9
2687, Karo, 6
2688, Kreuz, 3
2689, Herz, 2
2690, Kreuz, 5
2691, Kreuz, König
2692, Pik, 8
2693, Herz, 6
2694, Kreuz, 8
2695, Pik, 10
2696, Pik, 5
2697, Pik, 10
2698, Pik, 4
2699, Kreuz, 3
2700, Herz, 8
2701, Karo, Dame
2702, Karo, 3
2703, Kreuz, As
2704, Herz, 4
2705, Karo, 4
2706, Pik, 7
2707, Karo, 2
2708, Pik, 10
2709, Kreuz, 6
2710, Karo, 10
2711, Karo, Bube
2712, Pik, 5
2713, Herz, 5
2714, Karo, 8
2715, Kreuz, Dame
2716, Herz, 9
2717, Herz, As
2718, Kreuz, 6
2719, Karo, 4
2720, Herz, Dame
2721, Herz, König
2722, Karo, König
2723, Kreuz, Dame
2724, Karo, 9
2725, Herz, 8
2726, Pik, König
2727, Pik, As
2728, Herz, Dame
2729, Pik, 3
2730, Karo, 10
2731, Herz, 6
2732, Herz, 9
2733, Pik, 2
2734, Kreuz, Dame
2735, Karo, 2
2736, Kreuz, 8
2737, Karo, 7
2738, Herz, 2
2739, Karo, 4
2740, Kreuz, 3
2741, Pik, 7
2742, Herz, Dame
2743, Karo, 6
2744, Pik, 2
2745, Kreuz, 4
2746, Kreuz, 4
2747, Karo, 7
2748, Karo, 9
2749, Karo, König
2750, Karo, As
2751, Herz, As
2752, Pik, König
2753, Pik, 2
2754, Karo, Dame
2755, Karo, Bube
2756, Pik, 8
2757, Herz, As
2758, Kreuz, 7
2759, Karo, 5
2760, Pik, 8
2761, Kreuz, König
